sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
345,220526,Gilvan Da Federal,PL,ES,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,5,640.36,49148.417879,67749.62213949014,-0.716,Fornecedor com CNPJ suspeito
129,204496,Celso Sabino,UNIÃO,PA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,6,21,116245.15,319971.475333,323849.5425991789,-0.6291,Comportamento esperado
359,204531,Guilherme Derrite,PP,SP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,738.15,10014.789189,11435.329101648113,-0.8112,Comportamento esperado
179,160528,Danilo Cabral,PSB,PE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,5,8,3130.02,17089.374528,23447.97906027458,-0.5953,Comportamento esperado
217,227433,Douglas Viegas,UNIÃO,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,591.50,98538.487659,143509.98800071477,-0.6825,Comportamento esperado
818,220682,Tadeu Veneri,PT,PR,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,146,403,17547.81,4173.948542,8441.04850518495,1.5844,Comportamento esperado
140,220665,Clarissa Tércio,PP,PE,Viagens,Passagem Aérea - Sigepa,,,,,0,164,102099.97,221741.150682,163177.94412569836,-0.7332,Comportamento esperado
277,160575,Erika Kokay,PT,DF,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,1246,27802.61,5858.386000,12275.443917982357,1.7877,Comportamento esperado
489,220662,Lucas Ramos,PSB,PE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,4,81,247520.24,90785.734524,140277.34198893898,1.1173,Comportamento esperado
859,160569,Waldenor Pereira,PT,BA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,49,525,941223.53,317318.910361,328157.1355142384,1.9012,Comportamento esperado
281,178871,Evair Vieira De Melo,PP,ES,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,16,82950.00,254942.876552,301625.34822291706,-0.5702,Fornecedor com CNPJ suspeito
658,178860,Paulo Azi,UNIÃO,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,85,474,143833.86,76280.976842,110667.4963849575,0.6104,Comportamento esperado
405,160570,Jerônimo Goergen,PP,RS,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,49,61,2697.77,7368.085075,13657.337051272762,-0.342,Comportamento esperado
269,198783,Emanuel Pinheiro Neto,MDB,MT,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,4,33,9751.70,55063.669706,75019.05976556618,-0.604,Comportamento esperado
218,204450,Doutor Luizinho,PP,RJ,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,103,348,145323.15,44023.319398,62812.667137756165,1.6127,Comportamento esperado
324,160666,Félix Mendonça Júnior,PDT,BA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,122,46686.02,98257.521290,134321.8726415135,-0.3839,Comportamento esperado
581,220607,Max Lemos,PDT,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,37,820794.94,226781.355120,259582.44863584734,2.2883,Possível anomalia financeira
445,220640,Juliana Cardoso,PT,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,176,176068.67,185430.171967,136227.76556134285,-0.0687,Comportamento esperado
226,204518,Dr. Frederico,PATRIOTA,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,75,76813.11,195216.599630,167832.49260588933,-0.7055,Comportamento esperado
205,220553,Denise Pessôa,PT,RS,Viagens,Passagem Aérea - Sigepa,,,,,0,225,300715.71,223297.576531,126627.95953182003,0.6114,Comportamento esperado
195,204512,Delegado Marcelo Freitas,UNIÃO,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,28,83,29780.07,17018.453084,26330.369533202334,0.4847,Comportamento esperado
61,220544,Antonio Andrade,PSDB,TO,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,10,1062.83,977.828571,1259.2622814625577,0.0675,Comportamento esperado
345,220526,Gilvan Da Federal,PL,ES,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,1789.75,13452.752000,24537.48964332959,-0.4753,Comportamento esperado
506,160645,Luiz Carlos,PSDB,AP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,6,83000.00,282209.245429,388109.6753004129,-0.5133,Comportamento esperado
436,230957,João Cury,MDB,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,78,113,6780.75,3366.001170,5609.697337170304,0.6087,Comportamento esperado
745,220546,Rodolfo Nogueira,PL,MS,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,6,149.04,766.408000,769.6696611663995,-0.8021,Comportamento esperado
863,74043,Wellington Roberto,PSD,PB,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,230.05,61582.608974,85760.8839439169,-0.7154,Fornecedor com CNPJ suspeito
825,220560,Thiago De Joaldo,REPUBLICANOS,SE,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,31,4851.04,10940.770000,16435.398849269677,-0.3705,Comportamento esperado
279,204482,Euclydes Pettersen,PSC,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,3,3,3348.65,17018.453084,26330.369533202334,-0.5192,Comportamento esperado
59,204515,André Janones,REDE,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,1,7,5566.68,5572.245385,10370.293242628488,-5.0E-4,Comportamento esperado
556,178943,Marcos Soares,UNIÃO,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,10,12,7794.92,13016.628636,21468.959145470457,-0.2432,Comportamento esperado
279,204482,Euclydes Pettersen,REPUBLICANOS,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,14,51,488827.40,194891.353020,276881.75990132586,1.0616,Comportamento esperado
21,160559,Alceu Moreira,MDB,RS,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,4,213.20,7368.085075,13657.337051272762,-0.5239,Fornecedor com CNPJ suspeito
177,204459,Daniela Do Waguinho,REPUBLICANOS,RJ,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,37,310000.00,226781.355120,259582.44863584734,0.3206,Comportamento esperado
654,141518,Paulinho Da Força,SOLIDARIEDADE,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,3,36,183390.00,147254.510948,139673.23431152088,0.2587,Comportamento esperado
143,88256,Clodoaldo Magalhães,PV,PE,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,5,937.07,53506.291935,82942.380015203,-0.6338,Fornecedor com CNPJ suspeito
608,204453,Natália Bonavides,PT,RN,Comunicação,Telefonia,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,3,331.49,11248.557143,12531.88934725156,-0.8711,Fornecedor com CNPJ suspeito
635,73692,Osmar Terra,PL,RS,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,283.55,4236.036552,8253.072405382596,-0.4789,Comportamento esperado
107,178829,Capitão Augusto,PL,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,58,230,16428.48,3366.001170,5609.697337170304,2.3286,Possível anomalia financeira
829,143084,Tiago Dimas,PODE,TO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,26,93,311874.42,260231.601071,329408.0872597135,0.1568,Comportamento esperado
645,180214,Pastor Diniz,UNIÃO,RR,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,23,80,315409.89,70971.916364,102686.34049821323,2.3804,Possível anomalia financeira
579,220609,Maurício Carvalho,UNIÃO,RO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,22,60,35529.59,15598.613913,18502.405565050612,1.0772,Comportamento esperado
73,160665,Augusto Coutinho,REPUBLICANOS,PE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,19,52,31396.16,17089.374528,23447.97906027458,0.6102,Comportamento esperado
699,204446,Professor Joziel,PATRIOTA,RJ,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,6,8,4146.38,13016.628636,21468.959145470457,-0.4132,Comportamento esperado
307,220700,Florentino Neto,PT,PI,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,9,2840.88,1131.130000,1001.0474213292796,1.708,Comportamento esperado
490,204404,Lucas Redecker,PSDB,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,81.99,109428.142500,149558.61424927576,-0.7311,Fornecedor com CNPJ suspeito
369,178964,Heitor Schuch,PSD,RS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,38,510,641835.07,215724.063125,265101.600265673,1.6073,Comportamento esperado
259,204364,Eli Borges,PL,TO,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,14,42300.00,260231.601071,329408.0872597135,-0.6616,Fornecedor com CNPJ suspeito
324,160666,Félix Mendonça Júnior,PDT,BA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,4,86,498078.53,292409.611930,213979.496522466,0.9612,Comportamento esperado
658,178860,Paulo Azi,UNIÃO,BA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,45,581908.71,292409.611930,213979.496522466,1.3529,Comportamento esperado
859,160569,Waldenor Pereira,PT,BA,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,3,10,22529.60,14559.116889,26542.375379101115,0.3003,Comportamento esperado
144,98148,Cobalchini,MDB,SC,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,3,142.50,5345.501750,9873.801589562949,-0.527,Fornecedor com CNPJ suspeito
548,204522,Marco Bertaiolli,PSD,SP,Viagens,Passagem Aérea - Sigepa,,,,,0,129,51489.06,185430.171967,136227.76556134285,-0.9832,Comportamento esperado
685,160604,Pedro Uczai,PT,SC,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,8,10,477.97,5345.501750,9873.801589562949,-0.493,Fornecedor com CNPJ suspeito
762,163321,Ronaldo Nogueira,REPUBLICANOS,RS,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,11,442,3049.88,10192.084923,16137.89190584743,-0.4426,Comportamento esperado
633,204363,Osires Damaso,PSC,TO,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,6,636.69,6929.241333,13569.93291877454,-0.4637,Comportamento esperado
725,175765,Ribamar Silva,PODE,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,46,202,48569.43,42192.750821,64034.19773844777,0.0996,Comportamento esperado
314,204494,Fred Costa,PATRIOTA,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,49,317.80,5572.245385,10370.293242628488,-0.5067,Comportamento esperado
301,92699,Fernando Monteiro,PSD,PE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,2,13,42969.90,241972.708182,301628.5621101344,-0.6598,Comportamento esperado
208,220691,Diego Coronel,REPUBLICANOS,BA,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,49,469780.00,292409.611930,213979.496522466,0.8289,Comportamento esperado
106,220690,Capitão Alden,PL,BA,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,3,12,4581.55,98257.521290,134321.8726415135,-0.6974,Comportamento esperado
705,204467,Professora Rosa Neide,PT,MT,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,2867.36,36104.208462,85065.80718840551,-0.3907,Comportamento esperado
576,204486,Mauro Benevides Filho,UNIÃO,CE,Locomoção,Locação Ou Fretamento De Aeronaves,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,40800.00,46678.600000,38881.59920573464,-0.1512,Comportamento esperado
383,141450,Hugo Leal,PSD,RJ,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,1,3,384.28,1539.978571,2924.304901002727,-0.3952,Comportamento esperado
808,92776,Stefano Aguiar,PSD,MG,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,2,4,10687.71,7020.191961,10297.188894597206,0.3562,Comportamento esperado
650,205535,Patricia Ferraz,PL,AP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,1,22,1108.24,3695.458571,4756.467110816699,-0.5439,Comportamento esperado
742,220613,Roberto Monteiro Pai,PL,RJ,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,2,6,11437.88,9840.865893,10669.362639943789,0.1497,Comportamento esperado
384,160674,Hugo Motta,REPUBLICANOS,PB,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,2880.00,7288.602667,11193.533001502294,-0.3939,Comportamento esperado
676,215045,Pedro Augusto Palareti,PP,RJ,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,14,105,263585.62,80988.593819,134414.71100556676,1.3585,Comportamento esperado
715,74161,Reginaldo Lopes,PT,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,769,971405.46,195216.599630,167832.49260588933,4.6248,Anomalia financeira extrema
692,73486,Pompeo De Mattos,PDT,RS,Viagens,Passagem Aérea - Sigepa,,,,,0,200,252853.50,223297.576531,126627.95953182003,0.2334,Comportamento esperado
715,74161,Reginaldo Lopes,PT,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,210,546,89782.00,65306.104375,92314.0005265802,0.2651,Comportamento esperado
58,178882,André Fufuca,PP,MA,Viagens,Passagem Aérea - Sigepa,,,,,0,372,407402.77,132207.227045,122458.5508602934,2.2473,Possível anomalia financeira
215,160758,Domingos Sávio,PL,MG,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: SUSPENSA,FOUND,SUSPENSA,1,1,100.00,65306.104375,92314.0005265802,-0.7064,Fornecedor com CNPJ suspeito
685,160604,Pedro Uczai,PT,SC,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,16,115,244563.39,154711.621212,151032.92349497412,0.5949,Comportamento esperado
732,204362,Ricardo Guidi,PSD,SC,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,4,13,3625.41,63943.250339,85631.6159933909,-0.7044,Fornecedor com CNPJ suspeito
85,220698,Beto Preto,PSD,PR,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,35,59,5216.72,4173.948542,8441.04850518495,0.1235,Comportamento esperado
398,220670,Iza Arruda,MDB,PE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,87,300,274335.23,53506.291935,82942.380015203,2.6624,Possível anomalia financeira
654,141518,Paulinho Da Força,SOLIDARIEDADE,SP,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,27,199,67754.53,42192.750821,64034.19773844777,0.3992,Comportamento esperado
835,157130,Túlio Gadêlha,PSD,PE,Viagens,Passagem Aérea - Sigepa,,,,,0,169,223408.57,221741.150682,163177.94412569836,0.0102,Comportamento esperado
432,204555,José Ricardo,PT,AM,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,12,44,56688.43,27982.215263,36043.55549981074,0.7964,Comportamento esperado
369,178964,Heitor Schuch,PSD,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,36,84417.33,109428.142500,149558.61424927576,-0.1672,Comportamento esperado
652,74160,Patrus Ananias,PT,MG,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",0,Sem indício cadastral crítico,FOUND,ATIVA,1,5,10000.00,50370.301935,57079.85828457048,-0.7073,Comportamento esperado
199,220654,Delegado Paulo Bilynskyj,PL,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,95,8309.36,3366.001170,5609.697337170304,0.8812,Comportamento esperado
293,204398,Felipe Francischini,UNIÃO,PR,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,11,95299.36,263664.052022,329972.5348930845,-0.5102,Fornecedor com CNPJ suspeito
533,156190,Marcel Van Hattem,NOVO,RS,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,6,52,92431.86,215724.063125,265101.600265673,-0.4651,Comportamento esperado
856,178992,Vitor Lippi,PSD,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,14,11371.88,24943.515352,36157.13967829913,-0.3754,Comportamento esperado
801,220569,Silvye Alves,UNIÃO,GO,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,4,6,386.63,449.695000,701.2740362155153,-0.0899,Comportamento esperado
199,220654,Delegado Paulo Bilynskyj,PL,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,5,65,241310.00,147254.510948,139673.23431152088,0.6734,Comportamento esperado
751,220641,Rodrigo Gambale,PODE,SP,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,5,31500.00,243741.226243,313657.1515008437,-0.6767,Fornecedor com CNPJ suspeito
554,204506,Marcos Pereira,REPUBLICANOS,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,76,1624000.00,243741.226243,313657.1515008437,4.4005,Anomalia financeira extrema
535,205863,Marcelo Brum,REPUBLICANOS,RS,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,2,574.09,60520.148547,97388.05968907535,-0.6155,Fornecedor com CNPJ suspeito
717,220606,Reimont,PT,RJ,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,2,418.04,44023.319398,62812.667137756165,-0.6942,Fornecedor com CNPJ suspeito
33,204516,Alexis Fonteyne,NOVO,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,5700.00,243741.226243,313657.1515008437,-0.7589,Comportamento esperado
343,220529,Gilson Daniel,PODE,ES,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,3719.95,13452.752000,24537.48964332959,-0.3967,Comportamento esperado
810,204535,Sâmia Bomfim,PSOL,SP,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,18,25845.50,24943.515352,36157.13967829913,0.0249,Comportamento esperado
119,74262,Carlos Sampaio,PSDB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,6,43,73196.27,98538.487659,143509.98800071477,-0.1766,Comportamento esperado
835,157130,Túlio Gadêlha,PSD,PE,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,3454.99,7471.163333,10016.291980131698,-0.401,Comportamento esperado
614,204415,Nereu Crispim,PSD,RS,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: INAPTA,FOUND,INAPTA,1,1,150.00,60520.148547,97388.05968907535,-0.6199,Fornecedor com CNPJ suspeito
628,216198,Norma Pereira,PSDB,SC,Viagens,Passagem Aérea - Sigepa,,,,,0,3,4250.37,213397.721034,170101.01243018164,-1.2295,Comportamento esperado
123,220704,Carol Dartora,PT,PR,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,31,1393,84290.78,5713.999474,13397.131596894355,5.8652,Anomalia financeira extrema
320,178969,Fábio Mitidieri,PSD,SE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,22,86,30615.35,53493.520741,82556.56454059949,-0.2771,Comportamento esperado
229,204481,Dr. Jaziel,PL,CE,Viagens,Passagem Aérea - Sigepa,,,,,0,388,604881.28,190828.457826,170630.5409255439,2.4266,Possível anomalia financeira
390,204508,Igor Timo,PODE,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,16,89,187380.42,123562.947566,162703.54342443834,0.3922,Comportamento esperado
182,116379,Darci De Matos,PSD,SC,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,5,15,3676.73,2658.067742,3431.982973130558,0.2968,Comportamento esperado
48,107970,Ana Paula Leão,PP,MG,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,94,426,35779.63,3421.773553,6721.942950865462,4.8138,Anomalia financeira extrema
673,171617,Paulão,PT,AL,Viagens,Passagem Aérea - Sigepa,,,,,0,244,282845.33,198077.580000,173709.55138656954,0.488,Comportamento esperado
333,204527,Geninho Zuliani,UNIÃO,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,21,28,1623.66,3366.001170,5609.697337170304,-0.3106,Comportamento esperado
608,204453,Natália Bonavides,PT,RN,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,174,36463.50,11248.557143,12531.88934725156,2.0121,Possível anomalia financeira
640,204573,Otto Alencar Filho,PSD,BA,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,125,368,38629.52,5334.958511,10548.888785765435,3.1562,Anomalia financeira extrema
610,218879,Nelho Bezerra,UNIÃO,CE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,5,12000.00,263931.285395,366906.3702021798,-0.6866,Comportamento esperado
686,178844,Pedro Vilela,PSDB,AL,Viagens,Passagem Aérea - Sigepa,,,,,0,94,114658.42,198077.580000,173709.55138656954,-0.4802,Comportamento esperado
182,116379,Darci De Matos,PSD,SC,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,26,7973.60,70964.571200,106769.4367602354,-0.59,Comportamento esperado
719,178925,Rejane Dias,PT,PI,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,2,18,5335.35,15912.685455,14251.787111607697,-0.7422,Comportamento esperado
369,178964,Heitor Schuch,PSB,RS,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,5,16,1734.00,4387.790000,5356.19612339018,-0.4955,Comportamento esperado
19,74696,Alberto Mourão,MDB,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,1166.45,98538.487659,143509.98800071477,-0.6785,Comportamento esperado
815,178922,Tadeu Alencar,PSB,PE,Publicidade,Assinatura De Publicações,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,212.30,1262.036000,1247.3031245157156,-0.8416,Comportamento esperado
381,178884,Hildo Rocha,MDB,MA,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,39,56533.30,17893.360952,34179.698738222214,1.1305,Comportamento esperado
580,75431,Maurício Dziedricki,PODE,RS,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,6,32,14935.73,19321.830435,18898.364290143905,-0.2321,Comportamento esperado
